time,humidity,temperature,pressure,counts_ratio,n_1762
2024-12-31 23:08:47.646793+00:00,33.19089750208814,17.811743417201797,997.6171338444124,2.2584878,1.000267120605034
2024-12-31 23:27:39.888081+00:00,33.43684923458911,17.760244488395983,997.7013871921004,2.2584859,1.0002680313228107
2024-12-31 23:29:44.765076+00:00,33.27681069545737,17.78599394916091,997.614986684875,2.2584871,1.0002674536038272
2024-12-31 23:36:41.260261+00:00,33.65905336356148,17.775694163981825,997.5316317435296,2.2584871,1.0002674379682979
2024-12-31 23:43:01.004792+00:00,33.562580080910195,17.73964492502273,997.4265954067988,2.2584858,1.0002680200851597
2024-12-31 23:47:23.174885+00:00,33.52266326746522,17.73964492502273,997.5017010159704,2.2584879,1.0002671105230287
2024-12-31 23:59:34.500954+00:00,33.53427192255954,17.71904536630609,996.9964232394976,2.2584868,1.0002674810019703
2025-01-01 00:02:54.193905+00:00,33.49476630973426,17.693295924458653,997.038561905356,2.2584859,1.0002679154484087
2025-01-01 00:05:36.937443+00:00,33.68272480599002,17.703595700324513,997.1939522690438,2.2584863,1.0002677690171515
2025-01-01 00:06:26.245654+00:00,33.534543510424314,17.703595700324513,997.1939522690438,2.2584878,1.0002671057930728
2025-01-01 00:07:04.065510+00:00,33.751210678872575,17.703595700324513,997.3050785271416,2.258486,1.0002679312788045
2025-01-01 00:07:29.663835+00:00,33.665752132190065,17.698445812246064,997.3246163018376,2.2584868,1.000267587708732
2025-01-01 00:08:43.784892+00:00,33.688624760180936,17.693295924458653,997.3997160419964,2.2584874,1.0002673468574717
2025-01-01 00:12:06.955112+00:00,33.53461138050301,17.698445812246064,997.4635234792668,2.2584862,1.0002678918177446
2025-01-01 00:16:32.572062+00:00,33.574389500077835,17.708745588694,997.202194967188,2.2584878,1.0002671028698735
2025-01-01 00:18:24.736321+00:00,33.700423145489495,17.66239660384599,997.016893278246,2.2584884,1.0002668298905284
2025-01-01 00:22:49.311927+00:00,33.93397244724718,17.67784626284265,997.0642105124844,2.2584862,1.0002678007090822
2025-01-01 00:23:42.237759+00:00,33.6660173495394,17.66239660384599,997.155791416336,2.2584866,1.0002676647443265
2025-01-01 00:29:59.372891+00:00,33.68364980507037,17.63664717800566,997.0312429534756,2.2584858,1.000268009614732
2025-01-01 00:34:11.246644+00:00,33.83161110576258,17.65724671809585,997.028189437239,2.2584869,1.0002675011282405
2025-01-01 00:35:41.714173+00:00,33.57486116154331,17.67784626284265,997.1249588747664,2.2584861,1.0002678640478475
2025-01-01 00:43:28.169343+00:00,33.93998861597984,17.652096832636744,997.167085332761,2.2584868,1.0002675868374102
2025-01-01 00:48:02.460280+00:00,33.814701958209426,17.64179706259165,997.0394847987532,2.2584879,1.0002670759329184
2025-01-01 01:09:27.394464+00:00,33.72932160884922,17.63149729371071,996.812073826809,2.2584862,1.0002677779557825
2025-01-01 01:10:05.420114+00:00,33.740526969995656,17.646946947468678,996.8810535158408,2.2584876,1.0002671618642118
2025-01-01 01:10:31.256404+00:00,33.83161110576258,17.65724671809585,996.8975345493312,2.2584859,1.000267908850497
2025-01-01 01:11:47.748144+00:00,33.3586171947976,17.64179706259165,996.8450344843416,2.2584876,1.0002671598734405
2025-01-01 01:34:26.697966+00:00,33.826874537473486,17.579998466768302,997.0208624551055,2.2584876,1.000267261828079
2025-01-01 01:34:51.930325+00:00,33.399150768919455,17.595448111795122,996.9930858475122,2.2584869,1.0002675530369705
2025-01-01 01:57:21.049390+00:00,33.72984486559407,17.590298229828477,997.0764157274072,2.258488,1.0002670906638529
2025-01-01 01:58:39.919223+00:00,33.96936803956452,17.579998466768302,997.0794642396364,2.2584858,1.0002680737500755
