kind,resid_rms,resid_offset,g_T,b_T,d_alpha_T_read,delta_T,g_H,b_H,d_alpha_H_read,delta_H,g_P,b_P,d_alpha_P_read,delta_P
edge_H,1.925682110601017e-07,1.1611746260100357e-06,1.0,0.0,-2.6376576110817554e-09,4.686940232992071e-10,0.8989324586190313,2.8817444090045408,4.488355670956746e-09,1.5495034337353994e-10,1.0,0.0,2.34139886059304e-09,-5.319613761077602e-11
edge_H,1.9263603054045605e-07,1.1619870691805485e-06,1.0,0.0,-2.732424318689771e-09,3.739273156911916e-10,0.8483986879285469,2.3226166135068116,4.591495625744246e-09,2.5809029816103975e-10,1.0,0.0,2.334534597580028e-09,-6.006040062378809e-11
edge_H,1.9271522865285416e-07,1.162903154751422e-06,1.0,0.0,-2.839050918674874e-09,2.673007157060885e-10,0.7978649172380625,1.7634888180090815,4.70788450435949e-09,3.744791767762842e-10,1.0,0.0,2.3268095711003315e-09,-6.778542710348475e-11
edge_H,1.9280871611259648e-07,1.1639440648333825e-06,1.0,0.0,-2.9599120439847995e-09,1.4643959039616305e-10,0.7473311465475782,1.2043610225113524,4.8402497210994964e-09,5.068443935162904e-10,1.0,0.0,2.3180510686350873e-09,-7.654392956872887e-11
edge_H,1.9307909410452776e-07,1.1666519531055124e-06,1.0,0.0,-3.2396639741797028e-09,-1.3331233979874025e-10,0.7473311465475782,-0.12897231082197935,4.850628711980512e-09,5.172233843973064e-10,1.0,0.0,2.3367558988105768e-09,-5.783909939323945e-11
edge_H,1.9321894556656649e-07,1.1679778836046926e-06,1.0,0.0,-3.3632022942172846e-09,-2.568506598363221e-10,0.7978649172380625,-0.9031778486575837,4.726578067896259e-09,3.931727403130527e-10,1.0,0.0,2.36175513478109e-09,-3.2839863422726405e-11
edge_H,1.9334313241311585e-07,1.1691482016537826e-06,1.0,0.0,-3.471925702408807e-09,-3.655740680278444e-10,0.8483986879285469,-1.6773833864931875,4.616934309750355e-09,2.8352898216714885e-10,1.0,0.0,2.3837130654787913e-09,-1.0881932725024915e-11
edge_H,1.9345413744151854e-07,1.1701887773823817e-06,1.0,0.0,-3.5683483039167063e-09,-4.6199666953574375e-10,0.8989324586190313,-2.451588924328792,4.519326917894353e-09,1.8592159031114726e-10,1.0,0.0,2.4031526776821765e-09,8.557679478360285e-12
edge_H,1.9355394704109598e-07,1.1711200486714013e-06,1.0,0.0,-3.6544457968260094e-09,-5.480941624450469e-10,0.9494662293095156,-3.2257944621643957,4.431878112106649e-09,9.847278452344292e-11,1.0,0.0,2.420483580654634e-09,2.5888582450817954e-11
edge_H,1.9353077425725064e-07,1.1707748313569149e-06,1.0,0.0,-3.603807944235588e-09,-4.974563098546254e-10,1.0505337706904845,-3.440872204502269,4.275635781525262e-09,-5.7769546057943983e-11,1.0,0.0,2.436943562119905e-09,4.2348563916088665e-11
edge_H,1.934298294778182e-07,1.1697010680029907e-06,1.0,0.0,-3.4873923607392117e-09,-3.8104072635824916e-10,1.1010675413809687,-2.8817444090045408,4.20545317983039e-09,-1.2795214775281582e-10,1.0,0.0,2.4377837309581648e-09,4.318873275434855e-11
edge_H,1.9333944190653047e-07,1.168722489899363e-06,1.0,0.0,-3.381045106486547e-09,-2.746934721055845e-10,1.151601312071453,-2.322616613506812,4.141557916166155e-09,-1.9184741141705071e-10,1.0,0.0,2.438559713679337e-09,4.396471547552084e-11
edge_H,1.9325807748889372e-07,1.1678269787177964e-06,1.0,0.0,-3.283514406293702e-09,-1.7716277191273933e-10,1.2021350827619375,-1.7634888180090815,4.08314166304809e-09,-2.5026366453511624e-10,1.0,0.0,2.4392784586616065e-09,4.468346045779029e-11
edge_H,1.9318448071256587e-07,1.16700438929517e-06,1.0,0.0,-3.1937476882282498e-09,-8.739605384728725e-11,1.252668853452422,-1.204361022511351,4.029528915901501e-09,-3.0387641168170525e-10,1.0,0.0,2.439945961642937e-09,4.535096343912064e-11
edge_H,1.9302877144520765e-07,1.165384896778774e-06,1.0,0.0,-3.0266791467246533e-09,7.967248765630918e-11,1.252668853452422,0.12897231082197758,4.024857134255126e-09,-3.0854819332807986e-10,1.0,0.0,2.428978784614402e-09,3.4383786410585976e-11
edge_H,1.9293285202565678e-07,1.1644523544760422e-06,1.0,0.0,-2.9353534557918463e-09,1.7099817858911617e-10,1.2021350827619375,0.9031778486575837,4.0732084288274864e-09,-2.601968987557196e-10,1.0,0.0,2.416397213781002e-09,2.1802215577185652e-11
edge_H,1.9282898137204852e-07,1.1634393100349984e-06,1.0,0.0,-2.835924710431496e-09,2.704269239494667e-10,1.151601312071453,1.677383386493188,4.12566885884044e-09,-2.0773646874276585e-10,1.0,0.0,2.402689426404679e-09,8.094428200862942e-12
edge_H,1.9271613478645222e-07,1.1623348727650172e-06,1.0,0.0,-2.727264529888671e-09,3.7908710449229144e-10,1.1010675413809687,2.451588924328792,4.182784810450688e-09,-1.5062051713251832e-10,1.0,0.0,2.387697173806946e-09,-6.897824396870124e-12
edge_H,1.9259310515521153e-07,1.161126095532351e-06,1.0,0.0,-2.608024895051113e-09,4.983267393298495e-10,1.0505337706904845,3.2257944621643944,4.2452038743922375e-09,-8.820145319096855e-11,1.0,0.0,2.371231136692489e-09,-2.3363861511327263e-11
edge_P,1.9303763793672256e-07,1.1642402347738195e-06,1.0,0.0,-3.0998319443909576e-09,6.519689990004927e-12,1.0,0.0,4.333221329141731e-09,-1.8399844147501757e-13,0.9920953522798841,0.8387850562420874,2.41017248648374e-09,1.5577488279923668e-11
edge_P,1.9303920636174757e-07,1.164566256486612e-06,1.0,0.0,-3.101029641072805e-09,5.321993308157601e-12,1.0,0.0,4.333176003313885e-09,-2.29324269320656e-13,0.9841907045597681,0.6775701124841742,2.426001730541658e-09,3.1406732337841654e-11
edge_P,1.9304082618422606e-07,1.1648975580546644e-06,1.0,0.0,-3.102246872190477e-09,4.104762190485646e-12,1.0,0.0,4.3331299285877556e-09,-2.753989954504659e-13,0.9762860568396522,0.5163551687262624,2.4420873613416576e-09,4.7492363137841386e-11
edge_P,1.9304249929859703e-07,1.165234268780041e-06,1.0,0.0,-3.103484129786683e-09,2.867504594279451e-12,1.0,0.0,4.333083087335534e-09,-3.2224024767225336e-13,0.9683814091195363,0.35514022496834985,2.4584356624700433e-09,6.384066426622713e-11
edge_P,1.930442276928057e-07,1.1655765222273539e-06,1.0,0.0,-3.1047419003786195e-09,1.6097340023429597e-12,1.0,0.0,4.333035462183464e-09,-3.69865399741843e-13,0.9604767613994203,0.1939252812104365,2.4750531182344726e-09,8.04581200306564e-11
edge_P,1.9304496051430962e-07,1.1662490961331156e-06,1.0,0.0,-3.1074144265104395e-09,-1.0627921294770337e-12,1.0,0.0,4.333083760455805e-09,-3.2156712740068914e-13,0.9604767613994203,-0.13940805212289542,2.4750540290702995e-09,8.045903086648324e-11
edge_P,1.9304395499785353e-07,1.1665684365600218e-06,1.0,0.0,-3.108785568157321e-09,-2.4339337763585586e-12,1.0,0.0,4.333178929407878e-09,-2.2639817532828214e-13,0.9683814091195363,-0.3115264416983169,2.4584372955835305e-09,6.38422973797143e-11
edge_P,1.930429950103081e-07,1.1668826063818113e-06,1.0,0.0,-3.110134686985267e-09,-3.783052604304438e-12,1.0,0.0,4.333272574487539e-09,-1.3275309566732487e-13,0.9762860568396522,-0.4836448312737377,2.442089540918839e-09,4.749454271502284e-11
edge_P,1.9304207875733283e-07,1.1671917301694554e-06,1.0,0.0,-3.1114623049419085e-09,-5.110670560946e-12,1.0,0.0,4.333364732498514e-09,-4.0595084692329726e-14,0.9841907045597681,-0.6557632208491577,2.4260042890445137e-09,3.140929084069751e-11
edge_P,1.9304120452168774e-07,1.1674959285239533e-06,1.0,0.0,-3.112768939981646e-09,-6.417305600683624e-12,1.0,0.0,4.33345543673134e-09,5.010914813392819e-14,0.9920953522798841,-0.8278816104245792,2.410175266644583e-09,1.5580268440766846e-11
edge_P,1.9303887008755948e-07,1.1674490812153415e-06,1.0,0.0,-3.1127726919547436e-09,-6.421057573781068e-12,1.0,0.0,4.33358650617466e-09,1.811785914538751e-13,1.007904647720116,-0.8387850562420874,2.379261430001273e-09,-1.533356820254332e-11
edge_P,1.9303741607101838e-07,1.1671082332895586e-06,1.0,0.0,-3.111510400195914e-09,-5.158765814951357e-12,1.0,0.0,4.333627630639206e-09,2.2230305600030043e-13,1.0158092954402318,-0.6775701124841749,2.364165173766932e-09,-3.04298244368842e-11
edge_P,1.9303600700076633e-07,1.1667726496066134e-06,1.0,0.0,-3.1102677542031077e-09,-3.916119822145215e-12,1.0,0.0,4.33366810633478e-09,2.6277875157407695e-13,1.023713943160348,-0.5163551687262601,2.3493021152317886e-09,-4.5292882972027643e-11
edge_P,1.9303464133363665e-07,1.1664422091465364e-06,1.0,0.0,-3.1090443100830975e-09,-2.6926757021350397e-12,1.0,0.0,4.33370794579505e-09,3.026182118441479e-13,1.0316185908804638,-0.3551402249683483,2.334666890816619e-09,-5.992810738719729e-11
edge_P,1.9303331758606929e-07,1.1661167945711186e-06,1.0,0.0,-3.107839609268445e-09,-1.4879748874826928e-12,1.0,0.0,4.333747169249228e-09,3.4184166602193657e-13,1.0395232386005797,-0.1939252812104365,2.3202542974134735e-09,-7.434070079034273e-11
edge_P,1.930326317141318e-07,1.1654953636378697e-06,1.0,0.0,-3.1053701915997187e-09,9.814427812437817e-13,1.0,0.0,4.333702400572004e-09,2.970729887980085e-13,1.0395232386005797,0.13940805212289542,2.3202541926734585e-09,-7.434080553035775e-11
edge_P,1.930332607287825e-07,1.1651898240606812e-06,1.0,0.0,-3.1040676517546404e-09,2.283982626322085e-12,1.0,0.0,4.333617750445419e-09,2.12422862213218e-13,1.0316185908804638,0.31152644169831534,2.3346665449509453e-09,-5.992845325287095e-11
edge_P,1.9303392263137975e-07,1.164879566546863e-06,1.0,0.0,-3.102745171117728e-09,3.6064632632346505e-12,1.0,0.0,4.333531808397164e-09,1.2648081395824767e-13,1.023713943160348,0.48364483127373525,2.349301386716788e-09,-4.5293611487028076e-11
edge_P,1.9303461873472596e-07,1.1645644809663557e-06,1.0,0.0,-3.10140227105565e-09,4.9493633253124995e-12,1.0,0.0,4.333444545201977e-09,3.9217618770946034e-14,1.0158092954402318,0.6557632208491584,2.3641639000210028e-09,-3.043109818281345e-11
edge_P,1.9303535040949663e-07,1.164244453739605e-06,1.0,0.0,-3.100038485606477e-09,6.313148774485521e-12,1.0,0.0,4.333355928661718e-09,-4.939892148803382e-14,1.007904647720116,0.8278816104245792,2.3792594482714036e-09,-1.5335549932412622e-11
random,1.9288793382312994e-07,1.1661649591803742e-06,1.064066992465403,-0.12384030328860637,-2.7397725190300633e-09,3.665791153508992e-10,1.2174556606586378,-0.0162265884978326,4.100721765857884e-09,-2.3268356172532195e-10,0.9615053787785045,0.2057205984858945,2.4993597913818698e-09,1.0476479317805355e-10
random,1.9286446637013092e-07,1.1667819452394944e-06,1.0610697789226429,0.2079500941181859,-2.68278183804872e-09,4.2356979633224265e-10,0.7744861550885056,0.3782070780944382,4.940082203428043e-09,6.066768758448368e-10,0.9877444467617872,0.6414269391605748,2.376701722774744e-09,-1.789327542907227e-11
random,1.9320696597180233e-07,1.1737152663506454e-06,1.033644103179417,0.4237748874774792,-3.003234955512856e-09,1.0311667886810637e-10,0.9656860731904361,-1.8621175002271657,4.5520160573257565e-09,2.1861072974255045e-10,1.0051776821468528,-0.7807006926956299,2.4127861492170424e-09,1.819115101322622e-11
random,1.9293614356102742e-07,1.1686019838826223e-06,1.0766193845258065,0.008767926504937358,-2.7452051730619543e-09,3.6114646131900823e-10,1.1565057601059954,-0.8961247997134122,4.213493126292044e-09,-1.1991220129116166e-10,1.044648424784755,0.015283519594937655,2.340712085579318e-09,-5.388291262449825e-11
random,1.9335676790048414e-07,1.1706877211273447e-06,1.0651023896114995,-0.3403763366583614,-3.4191962855377346e-09,-3.1284465115677213e-10,0.9798194420023896,-3.3637164009384843,4.376260876837096e-09,4.2855549253889935e-11,0.9672073626598194,0.1355867348278069,2.478020223855004e-09,8.342522565118772e-11
random,1.9297686920602485e-07,1.1715402268049824e-06,1.0572397480581948,0.41603674498883875,-2.7101037850084614e-09,3.962478493725011e-10,0.8943795830566735,-0.4505536703272402,4.709542248734853e-09,3.76136921151647e-10,0.9971121929561264,-0.5812504322649354,2.402165396337766e-09,7.570398133949948e-12
random,1.9309225210393553e-07,1.1614682851483117e-06,0.913453941775494,0.08001087313499336,-3.5084012388308217e-09,-4.020496044498592e-10,0.8343963960066673,0.9689324518485176,4.499694988274091e-09,1.6628966069088522e-10,0.9940384967056061,0.5858352109785354,2.3571828274735207e-09,-3.741217073029556e-11
random,1.9288649476492005e-07,1.165404382867337e-06,1.046833726974421,-0.2750906838712419,-2.8512253613568946e-09,2.5512627302406795e-10,1.2014840873604515,0.38916961394457783,4.066594596367859e-09,-2.668107312153471e-10,0.9893266747040455,-0.3207118923161544,2.433117864318457e-09,3.852286611464059e-11
random,1.931422975017743e-07,1.1662988958316073e-06,1.0426781527174285,-0.5032024257730556,-3.40371851193348e-09,-2.9736687755251767e-10,0.8180227590133823,-1.18845877217329,4.585685391103302e-09,2.522800635200962e-10,1.0272164335176155,0.12173200912771126,2.297884651282809e-09,-9.67103469210074e-11
random,1.928491150239961e-07,1.1680635524988713e-06,1.047979699064501,0.2797183096691613,-2.6411644853422162e-09,4.651871490387463e-10,0.975086310664697,0.5577605214919815,4.50335767437377e-09,1.6995234679056377e-10,0.9658326659496504,-0.19198543086732556,2.464665527182682e-09,7.007052897886583e-11
random,1.927059423541207e-07,1.1635295078227976e-06,1.0393824897864143,-0.08049165780876374,-2.6428875023522103e-09,4.6346413202875223e-10,1.039559517347925,1.7592059534463171,4.29646630302164e-09,-3.693902456156592e-11,1.0127788103326063,0.06947293052634343,2.357663538793394e-09,-3.6931459410422144e-11
random,1.9288409831044206e-07,1.1638456004265802e-06,1.0138461068531561,-0.3604900896725147,-3.201805499170166e-09,-9.545386478920364e-11,0.7154854724798961,0.5742601168433068,4.82299910276487e-09,4.895937751816643e-10,0.972926708616601,-0.0598413409024385,2.352312438001547e-09,-4.228256020226904e-11
random,1.9281063056552036e-07,1.1659348981584573e-06,1.0826463666404382,-0.24447716819097087,-2.7913844453310044e-09,3.1496718904995814e-10,0.7321524644067955,0.36606079912590034,4.945578092549504e-09,6.121727649662984e-10,0.9804211764149526,0.20365394768413353,2.3600168521865197e-09,-3.45781460172965e-11
random,1.9306722352674984e-07,1.1702461360819533e-06,1.0133374623177482,0.48875503661680825,-2.876109285150701e-09,2.3024234923026144e-10,1.0996405932189504,-0.7148357207273378,4.328511461975613e-09,-4.893865607592824e-12,1.0297866462126437,-0.2682884185042293,2.3759421115215587e-09,-1.8652886682257542e-11
random,1.935175076299828e-07,1.1634731974091392e-06,0.8883820883840999,0.08222950100765075,-3.8800825961443065e-09,-7.73730961763344e-10,1.1348398772071124,-0.4562981714850714,4.020444333027119e-09,-3.12960994556087e-10,0.9678696728847884,0.022833799783446254,2.4929155306063894e-09,9.832053240257319e-11
random,1.9343092194060035e-07,1.16579530641423e-06,0.918690176715566,0.20663982817250806,-3.6853808588159965e-09,-5.79029224435034e-10,0.9673488829208372,-0.7798465060629279,4.326694057208911e-09,-6.7112703742950314e-12,0.9811722758561462,0.17011232041195415,2.4446248212995766e-09,5.002982309576036e-11
random,1.9280642802231792e-07,1.1595779875637461e-06,0.9676836832581154,-0.5621832791390067,-3.397652473033083e-09,-2.913008386521204e-10,0.7683567742316761,1.3650569784302689,4.503023044995484e-09,1.6961771741227822e-10,1.0387562371034234,0.04629872839570618,2.215881486514632e-09,-1.787135116891841e-10
random,1.9312221279144543e-07,1.1677376428357397e-06,0.9452466645866617,0.5575661888665636,-3.0934725892634732e-09,1.2879045117489267e-11,1.1690360111292724,0.40806944204422024,4.178501444188261e-09,-1.5490388339494514e-10,0.9951966461604497,-0.40607069087479924,2.44569273026552e-09,5.1097732061703815e-11
random,1.9372915824208738e-07,1.167795155679115e-06,0.9056125341164057,0.2562588546923424,-3.982649663408241e-09,-8.762980290272787e-10,0.9731825100564311,-2.1134223265526892,4.319058148044671e-09,-1.434717953853528e-11,0.9815938656578662,0.10964545612944775,2.4647666752232463e-09,7.017167701943004e-11
random,1.931922823680171e-07,1.1645070679595407e-06,0.9244105184419202,0.333067842152574,-3.3208732844240697e-09,-2.1452165004310718e-10,1.1567675996764522,0.5143255036253531,4.11217773016293e-09,-2.2122759742027568e-10,0.9935586328201392,0.22447957504611546,2.439917450130272e-09,4.532245192645563e-11
random,1.9294480425194414e-07,1.1672645609978137e-06,1.019667037720422,0.22823493045777235,-2.8996879960270297e-09,2.0666363835393278e-10,0.7480048553842551,0.4225072750501879,4.958653434772755e-09,6.25248107189549e-10,0.9565194582938074,0.028987641741959055,2.431513165649068e-09,3.6918167445251674e-11
random,1.9299328052941533e-07,1.1610221713643837e-06,0.960211572312405,-0.4264422144685074,-3.5490221345055134e-09,-4.426705001245509e-10,0.7595014781723776,0.6567985078079892,4.566351422217068e-09,2.3294609463386234e-10,0.9687538415170592,0.31164004223138625,2.365289435840668e-09,-2.9305562363148145e-11
random,1.9344775308062663e-07,1.169182522433896e-06,1.0189568489317777,-0.27689968367353474,-3.602086096120554e-09,-4.957344617395913e-10,1.0551316311848151,-3.2407400940967555,4.221709796250593e-09,-1.1169553133261328e-10,1.0434969884738459,-0.03293269119821812,2.343714227593349e-09,-5.0880770610467203e-11
random,1.928820293342281e-07,1.165126725535831e-06,1.066120079368307,-0.43340552588920156,-2.9288371327292363e-09,1.7751450165172617e-10,0.9919095417993674,-0.055143321360291465,4.318868813001023e-09,-1.4536514582183337e-11,1.0415303666694933,-0.010804552999905685,2.3016909703550885e-09,-9.290402784872773e-11
random,1.9300374384251894e-07,1.1644779175788836e-06,0.9938002670439653,-0.4347021795419001,-3.3443002672422467e-09,-2.379486328612842e-10,0.8978625560144821,0.32702380291000194,4.357982319071701e-09,2.4576991488495345e-11,0.9942053993677009,-0.8358833089522654,2.363206073188635e-09,-3.138892501518114e-11
random,1.9280741978684125e-07,1.1676854281653935e-06,1.0763061898398325,0.19358911094854445,-2.5779152391499938e-09,5.284363952309687e-10,0.7818451594931554,0.5855028009226323,4.934962541116729e-09,6.015572135335232e-10,0.9628711494948186,0.10041162220926915,2.4277621427780194e-09,3.3167144574203196e-11
random,1.9306898048564465e-07,1.164213168632752e-06,0.9488396273915162,0.23410087521738138,-3.1567990181673485e-09,-5.044738378638604e-11,1.1376507254361792,0.8805464594473895,4.138831687038785e-09,-1.9457364054442067e-10,0.9627919643530654,0.20494789094911714,2.492063119556038e-09,9.74681213522219e-11
random,1.9342955550852674e-07,1.1625966988988597e-06,0.936908207343055,-0.3584445679108335,-3.888148855583582e-09,-7.817972212026192e-10,1.0332628253204323,-0.990123297193825,4.090952076946785e-09,-2.424532506364207e-10,1.031282460894031,0.1882951813870214,2.338953507823537e-09,-5.564149038027917e-11
random,1.930984208485091e-07,1.16708354950591e-06,0.9572363478101885,0.6203011685241625,-3.046573287790965e-09,5.977834658999742e-11,0.8732114797252242,0.33989971577066047,4.68075039973498e-09,3.473450721517741e-10,0.976851880114318,0.4624126560714746,2.438218155020033e-09,4.362315681621689e-11
random,1.9264055244865294e-07,1.15722443288009e-06,0.9215656360310714,-0.2156909453282947,-3.09745224579925e-09,8.899388581712619e-12,0.960642516556663,3.511453632242337,4.180221791143012e-09,-1.5318353644019404e-10,1.0371528497166778,0.0820958100907521,2.262262618072458e-09,-1.323323801313583e-10
random,1.929937979076329e-07,1.1703531917862143e-06,1.091390205475007,0.07404757550457822,-2.767696923710736e-09,3.3865471067022635e-10,1.011435808712408,-1.44136324637432,4.4489581925958755e-09,1.1555286501266943e-10,1.0258019494159518,0.12963179595466817,2.363030768572755e-09,-3.156422963106118e-11
random,1.9335538152365706e-07,1.1628726609637944e-06,0.9704537666717864,-0.5744971240161615,-3.749280110134594e-09,-6.429284757536313e-10,1.1496545155444653,-1.2808331559783122,3.9552667792509e-09,-3.781385483323059e-10,1.041434248893802,-0.09404562425307059,2.3341849850164366e-09,-6.041001318737965e-11
random,1.9338073620984815e-07,1.1648610820470253e-06,0.9117786782616366,0.2570166706080299,-3.709182648439234e-09,-6.028310140582716e-10,0.7897497899380912,-0.33918525278051703,4.671379842083374e-09,3.37974514500168e-10,1.009427031476968,0.5937223075150007,2.3437558801122542e-09,-5.083911809156199e-11
random,1.9309249562830703e-07,1.1629661370645803e-06,0.9290086198609736,-0.0730486691712471,-3.3784589591540278e-09,-2.7210732477306525e-10,1.168219749809327,1.3224388361629538,3.997363292317295e-09,-3.3604203526591135e-10,1.0000703057898943,-0.7111977307681715,2.406298785745495e-09,1.1703787541678776e-11
random,1.9318963110472894e-07,1.162229443570825e-06,0.8863297950264345,0.10659930972206996,-3.743431857959824e-09,-6.370802235788612e-10,0.7767350605635155,0.8498308428991809,4.574979727672184e-09,2.4157440008897794e-10,0.9641286300386795,0.027824738468229793,2.401037542097267e-09,6.442543893450608e-12
random,1.92713825105752e-07,1.1643724645462997e-06,1.0454299515058936,0.05057452197846438,-2.643905920492999e-09,4.6244571388796344e-10,0.817942379503471,1.359536256676771,4.751604489566816e-09,4.1819916198361017e-10,1.0204326097121712,0.2579604948021046,2.305058964395931e-09,-8.95360338078854e-11
random,1.9346215093467688e-07,1.1631159551845834e-06,0.9137196627862813,-0.1048876597014825,-3.781123389920379e-09,-6.747717555394163e-10,1.2592761749008166,-0.6704619188422474,3.88981413108163e-09,-4.4359119650157617e-10,0.9811188343636014,-0.0007203955431224854,2.4763964706747553e-09,8.180147247093904e-11
random,1.9263879344227312e-07,1.165724426288224e-06,1.0380872054003099,0.5736600529470054,-2.3435140254480183e-09,7.628376089329442e-10,0.8704998711900405,2.2225403279256106,4.76679634389553e-09,4.3339101631232366e-10,0.9549301799422197,0.036572793779287106,2.461664835432145e-09,6.706983722832866e-11
random,1.9289318391298988e-07,1.163084544231882e-06,1.0313312391380554,-0.6105415907619899,-3.248434357594849e-09,-1.420827232138863e-10,0.7819000440589666,0.28250626346470026,4.597949934002808e-09,2.6454460641960213e-10,1.0442247882564146,-0.017528512852232277,2.2321927631918483e-09,-1.6240223501196797e-10
random,1.9255167173074444e-07,1.1645383448487056e-06,1.1012662272719926,-0.02685232077766155,-2.2653071877228177e-09,8.410444466581448e-10,0.980220031992451,2.171584100591332,4.470959828857471e-09,1.375545012742647e-10,0.9542640356048792,0.003656986623420695,2.466576409903891e-09,7.198141170007481e-11
random,1.928060621451985e-07,1.1665185306243254e-06,1.0770397320987384,0.12005265209292137,-2.6042128570381627e-09,5.021387773427998e-10,0.8378719427506446,0.45955031985740746,4.773828792960958e-09,4.404234653777519e-10,1.0100562125847108,0.5725976930595054,2.344823060749105e-09,-4.977193745471137e-11
random,1.9301932729238006e-07,1.165136487898239e-06,1.0241125009181895,-0.16460827680797724,-3.1099427453984254e-09,-3.591111017462932e-12,0.9237045436040157,-0.2813785783902516,4.448180557836849e-09,1.1477523025364288e-10,1.0144115348195875,0.5017089189795376,2.3494226954072153e-09,-4.517230279660094e-11
random,1.928201075068343e-07,1.1616855057296883e-06,0.9892183869484965,-0.4462789822584097,-3.203337406660134e-09,-9.698577227917134e-11,0.840310674850549,1.271385520931436,4.4449908185936196e-09,1.1158549101041352e-10,1.030028374648705,-0.3103274618212333,2.266481968155499e-09,-1.281130300483172e-10
random,1.9306655605606783e-07,1.1629687526022636e-06,0.8986360381819584,0.1336389745968796,-3.552430730605578e-09,-4.4607909622461564e-10,0.7854375982945097,1.2159170467818046,4.592015961145377e-09,2.586106335621709e-10,0.9820091489517867,-0.4296675165884727,2.363676943508906e-09,-3.091805469491041e-11
random,1.9301793315646237e-07,1.170139701275714e-06,1.0984475876009034,-0.2111072551638634,-2.9188500702500213e-09,1.8750156413094116e-10,0.8694531280791865,-1.3001600502981572,4.647747604831265e-09,3.143422772480592e-10,0.9635270129006851,-0.19605568477563434,2.4512418323452245e-09,5.664683414140831e-11
random,1.9318362699980536e-07,1.162712849254476e-06,0.8960253693200056,0.03919830541861179,-3.773104959981291e-09,-6.667533256003286e-10,0.7291684599658526,0.6541925625234233,4.686344244855168e-09,3.529389172719616e-10,1.0171418160670906,-0.14767146600639486,2.2778114474655302e-09,-1.1678355073828597e-10
random,1.9315506873514214e-07,1.164630167828436e-06,0.9574356431198588,0.05131700938382333,-3.2660748572846272e-09,-1.5972322290366473e-10,1.2274049651041845,0.2183041895981722,4.011427655092984e-09,-3.219776724902218e-10,0.9566959742771601,-0.02552133602174655,2.5170040812508057e-09,1.224090830469895e-10
random,1.9336240279439854e-07,1.163991105027365e-06,0.9384355101910152,-0.17142777165377723,-3.705920726850543e-09,-5.995690924695805e-10,1.043195853866133,-0.6663863503972107,4.135382980986738e-09,-1.980223465964678e-10,0.9572441512808081,0.0045880021591488,2.490715992464769e-09,9.612099426095286e-11
random,1.9328424882162503e-07,1.1631930393600659e-06,1.0055548325891885,-0.7647560772254848,-3.6264911740433966e-09,-5.20139539662434e-10,1.2022110171031795,-1.6241877769409916,3.908404849224551e-09,-4.2500047835865544e-10,1.040298703736121,-0.14831306985539192,2.339742561360054e-09,-5.485243684376228e-11
random,1.92872256721012e-07,1.1686378751961919e-06,1.0803479753461909,0.1659377358643701,-2.5853534308878077e-09,5.209982034931548e-10,1.2908141776317088,-0.5201469447644185,4.0974960580387574e-09,-2.359092695444486e-10,1.0265100580657802,0.10739944034791951,2.388580735095136e-09,-6.0142631086804164e-12
random,1.9286956837644225e-07,1.1651890842340008e-06,1.0652457116418823,-0.3928985147164176,-2.8882466359282255e-09,2.18104998452737e-10,1.0218718462940086,0.05903051517733771,4.283167781790064e-09,-5.023754579314228e-11,1.033917782005784,-0.04458623737892783,2.321073368167469e-09,-7.352163003634714e-11
random,1.933393696200115e-07,1.1693658525782997e-06,0.9731271843555211,0.24374137254784783,-3.424198809590409e-09,-3.178471752094463e-10,0.8583821300652557,-1.2344448140229913,4.6285104139577215e-09,2.9510508637451543e-10,0.9979015317345886,-0.15741944424896856,2.3954898283440455e-09,8.948301402292338e-13
random,1.9338902569488505e-07,1.164663058915666e-06,0.937459166550729,-0.05630897597786881,-3.736080375909703e-09,-6.297287415287408e-10,0.9189796803640264,-0.8388531026685151,4.353234627693997e-09,1.9829300110790614e-11,0.9885664721514568,0.28981725184993146,2.4087026804172565e-09,1.4107682213440266e-11
random,1.9321841008508796e-07,1.1683864242494694e-06,0.9524978059736865,0.5838665669182596,-3.134193118228312e-09,-2.784148384734954e-11,1.252475624161355,-0.5628332400765615,4.10344947473725e-09,-2.2995585284595566e-10,0.9837190694854824,0.05777036695915353,2.4870262062174533e-09,9.243120801363709e-11
random,1.9286356688001057e-07,1.168521189642998e-06,1.0815138863540557,0.0051806335751136585,-2.6428131656691823e-09,4.635384687117802e-10,1.18458480200242,-0.29039552913964867,4.181597231130426e-09,-1.5180809645278021e-10,1.0126080044218422,-0.3197529185024538,2.3983465818222604e-09,3.751583618444224e-12
random,1.9273273458283146e-07,1.1628964514986295e-06,1.0549317985101319,-0.3743758986501091,-2.7027531062337164e-09,4.035985281472461e-10,1.118126607671793,1.5100937034350232,4.141959237603141e-09,-1.914460899800649e-10,0.9651028303796624,0.08450763370099403,2.4590389716651712e-09,6.4443973461355e-11
random,1.930549401209946e-07,1.1622905654076495e-06,0.9053096371330411,0.18721252462092017,-3.4946600186098317e-09,-3.8830838422886916e-10,0.7480345071962381,1.1255409038623767,4.719491493113093e-09,3.8608616552988697e-10,0.9656060490500944,0.27593615683456435,2.389624131883007e-09,-4.970866320809185e-12
