time,pressure_wm_bme280
2025-06-21 22:00:03.909040+00:00,988.1447246275177
2025-06-21 22:00:07.999972+00:00,988.1447246275177
2025-06-21 22:00:09.478298+00:00,988.136654754784
2025-06-21 22:00:13.783980+00:00,988.1852075782779
2025-06-21 22:00:18.366578+00:00,988.1164128513162
2025-06-21 22:00:22.012306+00:00,988.1447246275177
2025-06-21 22:00:23.314484+00:00,988.0881010949025
2025-06-21 22:00:24.066004+00:00,988.1244825130218
2025-06-21 22:00:24.827130+00:00,988.0678585503067
2025-06-21 22:00:27.733346+00:00,988.0638929571645
2025-06-21 22:00:28.854807+00:00,988.0314776414385
2025-06-21 22:00:30.524499+00:00,988.0881010949025
2025-06-21 22:00:31.710457+00:00,988.1447246275177
2025-06-21 22:00:33.222123+00:00,988.1447246275177
2025-06-21 22:00:34.174212+00:00,988.1527945240615
2025-06-21 22:00:35.740804+00:00,988.136654754784
2025-06-21 22:00:36.856850+00:00,988.0881010949025
2025-06-21 22:00:39.346214+00:00,988.0961705217701
2025-06-21 22:00:40.228165+00:00,988.104239972445
2025-06-21 22:00:41.058012+00:00,988.104239972445
2025-06-21 22:00:51.498484+00:00,988.1123094469248
2025-06-21 22:00:52.409596+00:00,988.0678585503067
2025-06-21 22:00:52.952189+00:00,988.1164128513162
2025-06-21 22:00:54.426008+00:00,988.1527945240615
2025-06-21 22:00:55.342984+00:00,988.1608644444136
2025-06-21 22:01:03.140568+00:00,988.1527945240615
2025-06-21 22:01:05.002145+00:00,988.0881010949025
2025-06-21 22:01:07.173617+00:00,988.136654754784
2025-06-21 22:01:08.881886+00:00,988.1730364235071
2025-06-21 22:01:09.973774+00:00,988.1164128513162
2025-06-21 22:01:11.621518+00:00,988.1002735993367
2025-06-21 22:01:12.611860+00:00,988.1285849058632
2025-06-21 22:01:12.990533+00:00,988.1002735993367
2025-06-21 22:01:13.516883+00:00,988.0395465986314
2025-06-21 22:01:13.792076+00:00,988.1447246275177
2025-06-21 22:01:14.100633+00:00,988.1285849058632
2025-06-21 22:01:14.335479+00:00,988.136654754784
2025-06-21 22:01:14.777833+00:00,988.1002735993367
2025-06-21 22:01:14.961752+00:00,988.1811065548894
2025-06-21 22:01:15.259574+00:00,988.1811065548894
2025-06-21 22:01:15.688973+00:00,988.1811065548894
2025-06-21 22:01:16.207538+00:00,988.1527945240615
2025-06-21 22:01:16.600243+00:00,988.1244825130218
2025-06-21 22:01:17.136894+00:00,988.1164128513162
2025-06-21 22:01:17.789746+00:00,988.1002735993367
2025-06-21 22:01:18.461562+00:00,988.136654754784
2025-06-21 22:01:19.248906+00:00,988.1447246275177
2025-06-21 22:01:19.782688+00:00,988.136654754784
2025-06-21 22:01:20.301399+00:00,988.1730364235071
2025-06-21 22:01:20.770107+00:00,988.1447246275177
2025-06-21 22:01:21.671924+00:00,988.1891767100805
2025-06-21 22:01:22.399824+00:00,988.1852075782779
2025-06-21 22:01:22.892912+00:00,988.136654754784
2025-06-21 22:01:23.194420+00:00,988.136654754784
2025-06-21 22:01:23.970498+00:00,988.1649663159353
2025-06-21 22:01:24.731228+00:00,988.1447246275177
2025-06-21 22:01:25.342124+00:00,988.1649663159353
2025-06-21 22:01:26.025118+00:00,988.136654754784
2025-06-21 22:01:26.683375+00:00,988.0678585503067
2025-06-21 22:01:27.355329+00:00,988.1730364235071
2025-06-21 22:01:28.324716+00:00,988.1730364235071
2025-06-21 22:01:28.994522+00:00,988.136654754784
2025-06-21 22:01:29.377983+00:00,988.1527945240615
2025-06-21 22:01:29.564797+00:00,988.1730364235071
2025-06-21 22:01:29.948768+00:00,988.1649663159353
2025-06-21 22:01:30.635747+00:00,988.104239972445
2025-06-21 22:01:32.028767+00:00,988.1852075782779
2025-06-21 22:01:53.066978+00:00,988.0841344426152
2025-06-21 22:02:40.198466+00:00,988.1771372834976
2025-06-21 22:02:56.343728+00:00,988.1002735993367
2025-06-21 22:02:56.761361+00:00,988.1771372834976
2025-06-21 22:02:57.212393+00:00,988.1124452794688
2025-06-21 22:03:13.199038+00:00,988.1447246275177
2025-06-21 22:03:14.542681+00:00,988.1205150807573
2025-06-21 22:03:16.937470+00:00,988.1649663159353
2025-06-21 22:03:17.794652+00:00,988.148826172234
2025-06-21 22:03:18.129137+00:00,988.1124452794688
2025-06-21 22:03:18.794723+00:00,988.1649663159353
2025-06-21 22:03:18.988525+00:00,988.1002735993367
2025-06-21 22:03:19.313036+00:00,988.1002735993367
2025-06-21 22:03:19.973294+00:00,988.1083432134202
2025-06-21 22:03:20.373546+00:00,988.1205150807573
2025-06-21 22:03:20.560396+00:00,988.1205150807573
2025-06-21 22:03:20.894132+00:00,988.1285849058632
2025-06-21 22:03:21.203625+00:00,988.136654754784
2025-06-21 22:03:21.471163+00:00,988.1568962321769
2025-06-21 22:03:21.714597+00:00,988.1852075782779
2025-06-21 22:03:21.923931+00:00,988.1083432134202
2025-06-21 22:03:22.123757+00:00,988.1002735993367
2025-06-21 22:03:22.483970+00:00,988.1447246275177
2025-06-21 22:03:23.139560+00:00,988.1285849058632
2025-06-21 22:03:23.787395+00:00,988.1568962321769
2025-06-21 22:03:24.406283+00:00,988.1285849058632
2025-06-21 22:03:24.740683+00:00,988.1124452794688
2025-06-21 22:03:24.940798+00:00,988.1690670125358
2025-06-21 22:03:25.139796+00:00,988.148826172234
2025-06-21 22:03:25.347774+00:00,988.148826172234
2025-06-21 22:03:25.468540+00:00,988.136654754784
2025-06-21 22:03:26.011850+00:00,988.1852075782779
2025-06-21 22:03:26.212953+00:00,988.1124452794688
2025-06-21 22:03:26.348253+00:00,988.1690670125358
2025-06-21 22:03:26.563331+00:00,988.1285849058632
2025-06-21 22:03:26.773415+00:00,988.148826172234
2025-06-21 22:03:27.123650+00:00,988.1285849058632
2025-06-21 22:03:27.449334+00:00,988.1002735993367
2025-06-21 22:03:27.748571+00:00,988.140756136109
2025-06-21 22:03:28.092035+00:00,988.0841344426152
2025-06-21 22:03:28.576026+00:00,988.1124452794688
2025-06-21 22:03:28.793977+00:00,988.1690670125358
2025-06-21 22:03:29.128909+00:00,988.1690670125358
2025-06-21 22:03:29.237533+00:00,988.1932778968741
2025-06-21 22:03:29.523756+00:00,988.1690670125358
2025-06-21 22:03:29.680553+00:00,988.1771372834976
2025-06-21 22:03:29.948125+00:00,988.1205150807573
2025-06-21 22:03:31.284214+00:00,988.1852075782779
2025-06-21 22:03:31.606365+00:00,988.1690670125358
2025-06-21 22:03:31.952544+00:00,988.1771372834976
2025-06-21 22:03:32.363100+00:00,988.1690670125358
2025-06-21 22:03:32.864612+00:00,988.140756136109
2025-06-21 22:03:33.327880+00:00,988.1205150807573
2025-06-21 22:03:33.765479+00:00,988.0719623125972
2025-06-21 22:03:33.941738+00:00,988.1771372834976
2025-06-21 22:03:34.358445+00:00,988.1771372834976
2025-06-21 22:03:34.672830+00:00,988.213518944166
2025-06-21 22:03:34.894080+00:00,988.1568962321769
2025-06-21 22:03:35.252868+00:00,988.140756136109
2025-06-21 22:03:35.519956+00:00,988.1285849058632
2025-06-21 22:03:35.721315+00:00,988.1285849058632
2025-06-21 22:03:36.539771+00:00,988.1568962321769
2025-06-21 22:03:36.857511+00:00,988.0841344426152
2025-06-21 22:03:37.125083+00:00,988.197377908749
2025-06-21 22:03:37.292354+00:00,988.1690670125358
2025-06-21 22:03:37.467893+00:00,988.1609967653945
2025-06-21 22:03:37.710246+00:00,988.1690670125358
2025-06-21 22:03:37.885900+00:00,988.140756136109
2025-06-21 22:03:38.061335+00:00,988.1690670125358
2025-06-21 22:03:38.256363+00:00,988.140756136109
2025-06-21 22:03:38.445888+00:00,988.1609967653945
2025-06-21 22:03:38.629891+00:00,988.1690670125358
2025-06-21 22:03:38.848653+00:00,988.1043755019999
2025-06-21 22:03:38.990800+00:00,988.1852075782779
2025-06-21 22:03:39.206346+00:00,988.205448414548
2025-06-21 22:03:39.458449+00:00,988.1690670125358
2025-06-21 22:03:39.664530+00:00,988.2337595653854
2025-06-21 22:03:39.909355+00:00,988.2256888247488
2025-06-21 22:03:40.160133+00:00,988.1124452794688
2025-06-21 22:03:40.352351+00:00,988.1893074267709
2025-06-21 22:03:40.697782+00:00,988.1246161353215
2025-06-21 22:03:40.903399+00:00,988.205448414548
2025-06-21 22:03:41.104058+00:00,988.2095474149429
2025-06-21 22:03:41.313573+00:00,988.197377908749
2025-06-21 22:03:41.789242+00:00,988.2176181079338
2025-06-21 22:03:43.479080+00:00,988.2256888247488
2025-06-21 22:03:44.598045+00:00,988.1893074267709
2025-06-21 22:03:44.873018+00:00,988.1529265420762
2025-06-21 22:03:45.344330+00:00,988.197377908749
2025-06-21 22:03:45.686072+00:00,988.1690670125358
2025-06-21 22:03:46.524981+00:00,988.1609967653945
2025-06-21 22:03:47.008018+00:00,988.1690670125358
2025-06-21 22:03:47.503084+00:00,988.1812369686164
2025-06-21 22:03:48.035305+00:00,988.1690670125358
2025-06-21 22:03:48.365878+00:00,988.140756136109
2025-06-21 22:03:48.657800+00:00,988.1609967653945
2025-06-21 22:03:49.110383+00:00,988.197377908749
2025-06-21 22:03:49.436160+00:00,988.1690670125358
2025-06-21 22:03:49.623209+00:00,988.1690670125358
2025-06-21 22:03:50.080766+00:00,988.197377908749
2025-06-21 22:03:50.982765+00:00,988.205448414548
2025-06-21 22:03:59.547575+00:00,988.2256888247488
2025-06-21 22:04:03.835318+00:00,988.1529265420762
2025-06-21 22:04:05.929416+00:00,988.2095474149429
2025-06-21 22:04:41.517302+00:00,988.237857881055
2025-06-21 22:04:48.887489+00:00,988.1812369686164
2025-06-21 22:05:57.987304+00:00,988.1852075782779
2025-06-21 22:05:58.707181+00:00,988.1690670125358
2025-06-21 22:05:59.050916+00:00,988.1771372834976
2025-06-21 22:05:59.777843+00:00,988.140756136109
2025-06-21 22:06:00.671388+00:00,988.205448414548
2025-06-21 22:06:07.266733+00:00,988.1285849058632
2025-06-21 22:06:08.717113+00:00,988.1002735993367
