time,temperature_wm_bme280
2025-07-17 22:00:03.506228+00:00,27.519811302423477
2025-07-17 22:00:11.819232+00:00,27.519811302423477
2025-07-17 22:00:14.599795+00:00,27.5095104171196
2025-07-17 22:00:15.001210+00:00,27.519811302423477
2025-07-17 22:00:18.619113+00:00,27.524961745511973
2025-07-17 22:00:19.154450+00:00,27.51466085962602
2025-07-17 22:00:21.703027+00:00,27.524961745511973
2025-07-17 22:00:22.636201+00:00,27.51466085962602
2025-07-17 22:00:26.918079+00:00,27.5095104171196
2025-07-17 22:00:28.942860+00:00,27.51466085962602
2025-07-17 22:00:30.986335+00:00,27.519811302423477
2025-07-17 22:00:31.368858+00:00,27.519811302423477
2025-07-17 22:00:31.811810+00:00,27.524961745511973
2025-07-17 22:00:33.474158+00:00,27.524961745511973
2025-07-17 22:00:34.034210+00:00,27.524961745511973
2025-07-17 22:00:38.605397+00:00,27.5095104171196
2025-07-17 22:00:39.507162+00:00,27.5095104171196
2025-07-17 22:00:40.482658+00:00,27.519811302423477
2025-07-17 22:00:42.123589+00:00,27.51466085962602
2025-07-17 22:00:43.085140+00:00,27.51466085962602
2025-07-17 22:00:43.479518+00:00,27.519811302423477
2025-07-17 22:00:43.813763+00:00,27.519811302423477
2025-07-17 22:00:48.202096+00:00,27.519811302423477
2025-07-17 22:00:48.963348+00:00,27.5095104171196
2025-07-17 22:00:49.310997+00:00,27.51466085962602
2025-07-17 22:00:51.462829+00:00,27.51466085962602
2025-07-17 22:00:51.745266+00:00,27.50435997490422
2025-07-17 22:00:52.764265+00:00,27.5095104171196
2025-07-17 22:00:53.130215+00:00,27.5095104171196
2025-07-17 22:00:54.344562+00:00,27.519811302423477
2025-07-17 22:00:54.502236+00:00,27.519811302423477
2025-07-17 22:00:54.634377+00:00,27.524961745511973
2025-07-17 22:00:54.779218+00:00,27.519811302423477
2025-07-17 22:00:54.923025+00:00,27.530112188891508
2025-07-17 22:00:55.121039+00:00,27.524961745511973
2025-07-17 22:00:55.254562+00:00,27.530112188891508
2025-07-17 22:00:55.354133+00:00,27.530112188891508
2025-07-17 22:00:57.297985+00:00,27.5095104171196
2025-07-17 22:00:57.552065+00:00,27.519811302423477
2025-07-17 22:00:57.935220+00:00,27.524961745511973
