time,temperature_wm_bme280
2025-05-02 22:00:00.968691+00:00,25.655370026477613
2025-05-02 22:00:01.757243+00:00,25.660520364210242
2025-05-02 22:00:02.830627+00:00,25.655370026477613
2025-05-02 22:00:03.565739+00:00,25.655370026477613
2025-05-02 22:00:04.895938+00:00,25.65021968903602
2025-05-02 22:00:05.352885+00:00,25.66567070223391
2025-05-02 22:00:05.758573+00:00,25.660520364210242
2025-05-02 22:00:06.340713+00:00,25.66567070223391
2025-05-02 22:00:06.852561+00:00,25.660520364210242
2025-05-02 22:00:07.304425+00:00,25.655370026477613
2025-05-02 22:00:07.652520+00:00,25.660520364210242
2025-05-02 22:00:08.028513+00:00,25.655370026477613
2025-05-02 22:00:08.547343+00:00,25.660520364210242
2025-05-02 22:00:08.919721+00:00,25.655370026477613
2025-05-02 22:00:09.268864+00:00,25.660520364210242
2025-05-02 22:00:09.673543+00:00,25.655370026477613
2025-05-02 22:00:10.084811+00:00,25.655370026477613
2025-05-02 22:00:10.342277+00:00,25.65021968903602
2025-05-02 22:00:10.680454+00:00,25.655370026477613
2025-05-02 22:00:10.976721+00:00,25.65021968903602
2025-05-02 22:00:11.310618+00:00,25.655370026477613
2025-05-02 22:00:11.636131+00:00,25.639919015025953
2025-05-02 22:00:12.038336+00:00,25.655370026477613
2025-05-02 22:00:12.531914+00:00,25.660520364210242
2025-05-02 22:00:12.942008+00:00,25.655370026477613
2025-05-02 22:00:13.391278+00:00,25.660520364210242
2025-05-02 22:00:13.917997+00:00,25.655370026477613
2025-05-02 22:00:14.543290+00:00,25.645069351885468
2025-05-02 22:00:15.120500+00:00,25.655370026477613
2025-05-02 22:00:15.651397+00:00,25.655370026477613
2025-05-02 22:00:16.204361+00:00,25.655370026477613
2025-05-02 22:00:16.790980+00:00,25.655370026477613
2025-05-02 22:00:17.343473+00:00,25.66567070223391
2025-05-02 22:00:17.743709+00:00,25.645069351885468
2025-05-02 22:00:18.128057+00:00,25.655370026477613
2025-05-02 22:00:18.694119+00:00,25.655370026477613
2025-05-02 22:00:19.134984+00:00,25.655370026477613
2025-05-02 22:00:19.644255+00:00,25.655370026477613
2025-05-02 22:00:20.538476+00:00,25.655370026477613
2025-05-02 22:00:21.069443+00:00,25.65021968903602
2025-05-02 22:00:21.552019+00:00,25.655370026477613
2025-05-02 22:00:22.506994+00:00,25.645069351885468
2025-05-02 22:00:23.235032+00:00,25.645069351885468
2025-05-02 22:00:23.935613+00:00,25.645069351885468
2025-05-02 22:00:24.771241+00:00,25.645069351885468
2025-05-02 22:00:25.380234+00:00,25.639919015025953
2025-05-02 22:00:26.591217+00:00,25.634768678457476
2025-05-02 22:00:26.956419+00:00,25.645069351885468
2025-05-02 22:00:27.303341+00:00,25.639919015025953
2025-05-02 22:00:27.638243+00:00,25.645069351885468
2025-05-02 22:00:27.988855+00:00,25.645069351885468
2025-05-02 22:00:28.334029+00:00,25.645069351885468
2025-05-02 22:00:28.958635+00:00,25.65021968903602
2025-05-02 22:00:29.426095+00:00,25.655370026477613
2025-05-02 22:00:29.802033+00:00,25.645069351885468
