time,counts_ratio
2025-06-28 07:12:46.879483+00:00,2.2584876
2025-06-28 07:13:36.421179+00:00,2.2584877
2025-06-28 07:15:55.296234+00:00,2.2584884
2025-06-28 07:19:28.131177+00:00,2.2584882
2025-06-28 07:19:41.568631+00:00,2.2584881
2025-06-28 07:19:53.776675+00:00,2.2584874
2025-06-28 07:20:45.418318+00:00,2.258488
2025-06-28 07:21:35.550186+00:00,2.2584884
2025-06-28 07:22:14.081441+00:00,2.2584876
2025-06-28 07:24:08.064384+00:00,2.2584881
2025-06-28 07:24:18.262481+00:00,2.2584878
2025-06-28 07:25:58.443118+00:00,2.2584875
2025-06-28 07:26:23.740293+00:00,2.2584884
2025-06-28 07:27:35.243449+00:00,2.258488
2025-06-28 07:27:43.010417+00:00,2.2584875
2025-06-28 07:28:05.825146+00:00,2.2584873
2025-06-28 07:28:34.383586+00:00,2.2584875
2025-06-28 07:28:56.784040+00:00,2.2584871
2025-06-28 07:29:09.690520+00:00,2.2584884
2025-06-28 07:29:47.837150+00:00,2.2584876
2025-06-28 07:30:00.286570+00:00,2.2584876
2025-06-28 07:30:32.257394+00:00,2.2584884
2025-06-28 07:30:43.611067+00:00,2.2584879
2025-06-28 07:31:03.548402+00:00,2.2584882
2025-06-28 07:31:16.072646+00:00,2.2584884
2025-06-28 07:31:28.040012+00:00,2.2584881
2025-06-28 07:31:52.846832+00:00,2.2584879
2025-06-28 07:32:18.520121+00:00,2.2584876
2025-06-28 07:32:30.932359+00:00,2.2584883
2025-06-28 07:32:55.854986+00:00,2.2584884
2025-06-28 07:33:08.803205+00:00,2.2584881
2025-06-28 07:34:12.515055+00:00,2.2584884
2025-06-28 07:34:23.737924+00:00,2.2584884
2025-06-28 07:35:01.309437+00:00,2.2584878
2025-06-28 07:35:14.636762+00:00,2.258488
2025-06-28 07:35:26.564432+00:00,2.2584881
2025-06-28 07:35:38.941285+00:00,2.2584881
2025-06-28 07:35:51.222014+00:00,2.2584884
2025-06-28 07:36:04.723164+00:00,2.2584883
2025-06-28 07:36:41.380919+00:00,2.2584884
2025-06-28 07:37:07.678680+00:00,2.2584881
2025-06-28 07:37:43.649684+00:00,2.2584884
2025-06-28 07:38:21.930426+00:00,2.2584882
2025-06-28 07:38:35.090928+00:00,2.2584881
2025-06-28 07:38:49.928443+00:00,2.2584881
2025-06-28 07:39:00.327927+00:00,2.2584882
2025-06-28 07:39:25.681123+00:00,2.2584884
2025-06-28 07:39:51.116011+00:00,2.2584875
2025-06-28 07:40:32.091979+00:00,2.2584881
2025-06-28 07:40:42.370107+00:00,2.2584878
2025-06-28 07:40:58.056972+00:00,2.2584881
2025-06-28 07:41:17.428345+00:00,2.2584875
2025-06-28 07:41:33.006898+00:00,2.2584884
2025-06-28 07:41:57.757723+00:00,2.2584879
2025-06-28 07:42:11.174125+00:00,2.2584878
2025-06-28 07:42:23.219955+00:00,2.2584883
2025-06-28 07:42:35.568073+00:00,2.258488
2025-06-28 07:42:48.460039+00:00,2.2584884
2025-06-28 07:43:00.663646+00:00,2.258488
2025-06-28 07:43:12.849157+00:00,2.2584884
2025-06-28 07:43:37.773371+00:00,2.2584879
2025-06-28 07:43:55.414769+00:00,2.2584871
2025-06-28 07:44:41.106369+00:00,2.2584882
2025-06-28 07:44:53.588457+00:00,2.2584881
2025-06-28 07:45:05.809957+00:00,2.2584883
2025-06-28 07:45:30.758016+00:00,2.2584881
2025-06-28 07:45:43.334516+00:00,2.2584882
2025-06-28 07:45:55.546001+00:00,2.2584876
2025-06-28 07:46:08.389658+00:00,2.258488
2025-06-28 07:48:50.342983+00:00,2.2584878
2025-06-28 07:49:03.221487+00:00,2.258488
2025-06-28 07:49:15.629084+00:00,2.2584884
2025-06-28 07:49:28.250353+00:00,2.2584883
2025-06-28 07:49:54.902757+00:00,2.2584881
2025-06-28 07:50:07.596193+00:00,2.2584884
2025-06-28 07:50:20.584918+00:00,2.2584869
2025-06-28 07:50:34.569478+00:00,2.2584878
2025-06-28 07:50:48.494613+00:00,2.2584884
2025-06-28 07:51:00.251174+00:00,2.2584878
2025-06-28 07:51:12.433518+00:00,2.2584882
2025-06-28 07:51:27.255361+00:00,2.2584884
2025-06-28 07:51:37.155649+00:00,2.2584881
2025-06-28 07:52:15.322885+00:00,2.2584877
2025-06-28 07:52:28.754235+00:00,2.2584883
2025-06-28 07:52:52.808446+00:00,2.2584882
2025-06-28 07:53:05.860847+00:00,2.2584881
2025-06-28 07:53:18.512892+00:00,2.2584875
2025-06-28 07:53:55.147320+00:00,2.2584879
2025-06-28 07:55:16.253061+00:00,2.2584881
2025-06-28 07:55:23.077146+00:00,2.2584884
2025-06-28 07:55:48.529588+00:00,2.2584875
2025-06-28 07:56:14.161758+00:00,2.2584875
2025-06-28 07:57:21.762480+00:00,2.2584882
2025-06-28 07:57:30.725972+00:00,2.2584881
2025-06-28 07:57:43.790322+00:00,2.2584878
2025-06-28 07:58:38.396388+00:00,2.258488
2025-06-28 07:59:05.449580+00:00,2.2584879
2025-06-28 07:59:24.976575+00:00,2.2584878
2025-06-28 07:59:37.664164+00:00,2.2584882
2025-06-28 07:59:49.767732+00:00,2.258488
2025-06-28 08:00:02.745418+00:00,2.2584883
2025-06-28 08:00:15.424140+00:00,2.2584884
2025-06-28 08:00:47.261584+00:00,2.2584884
2025-06-28 08:01:21.153919+00:00,2.2584879
2025-06-28 08:01:32.574074+00:00,2.2584876
2025-06-28 08:01:58.288486+00:00,2.2584878
2025-06-28 08:02:35.592687+00:00,2.2584883
2025-06-28 08:02:45.985071+00:00,2.2584884
2025-06-28 08:02:58.873919+00:00,2.2584882
2025-06-28 08:03:11.273185+00:00,2.2584884
2025-06-28 08:03:23.658014+00:00,2.2584879
2025-06-28 08:03:36.382259+00:00,2.2584884
2025-06-28 08:03:48.747707+00:00,2.2584882
2025-06-28 08:04:01.766787+00:00,2.258488
2025-06-28 08:04:40.397765+00:00,2.2584881
2025-06-28 08:05:04.439181+00:00,2.2584882
2025-06-28 08:05:18.227428+00:00,2.2584878
2025-06-28 08:05:53.987384+00:00,2.2584879
2025-06-28 08:06:44.126195+00:00,2.258488
2025-06-28 08:07:59.277685+00:00,2.2584882
2025-06-28 08:08:26.079750+00:00,2.2584883
2025-06-28 08:08:52.285551+00:00,2.2584878
2025-06-28 08:10:20.825571+00:00,2.2584884
2025-06-28 08:10:33.331412+00:00,2.2584884
2025-06-28 08:11:23.539880+00:00,2.2584881
2025-06-28 08:11:50.636203+00:00,2.258488
2025-06-28 08:12:02.137212+00:00,2.2584879
2025-06-28 08:12:51.119484+00:00,2.2584879
2025-06-28 08:13:32.051756+00:00,2.2584875
2025-06-28 08:13:41.597514+00:00,2.2584881
2025-06-28 08:13:55.339667+00:00,2.2584878
2025-06-28 08:14:45.657687+00:00,2.2584879
2025-06-28 08:15:01.554915+00:00,2.2584884
2025-06-28 08:15:10.826313+00:00,2.2584882
2025-06-28 08:15:23.497949+00:00,2.2584878
2025-06-28 08:15:49.070693+00:00,2.2584879
2025-06-28 08:16:14.586888+00:00,2.2584883
2025-06-28 08:16:27.261262+00:00,2.2584882
2025-06-28 08:16:41.060790+00:00,2.258488
2025-06-28 08:17:11.150997+00:00,2.258488
2025-06-28 08:17:31.757667+00:00,2.2584876
2025-06-28 08:18:35.430769+00:00,2.2584879
2025-06-28 08:18:50.089120+00:00,2.2584879
2025-06-28 08:19:01.257841+00:00,2.2584884
2025-06-28 08:19:14.061700+00:00,2.258488
2025-06-28 08:19:26.382293+00:00,2.2584882
2025-06-28 08:19:39.456954+00:00,2.258488
2025-06-28 08:20:05.156199+00:00,2.2584883
2025-06-28 08:20:30.212582+00:00,2.2584882
2025-06-28 08:21:07.789310+00:00,2.258488
2025-06-28 08:22:10.975487+00:00,2.2584884
2025-06-28 08:22:22.939319+00:00,2.2584874
2025-06-28 08:22:35.244725+00:00,2.2584881
2025-06-28 08:22:48.220396+00:00,2.2584882
2025-06-28 08:23:01.867723+00:00,2.2584878
2025-06-28 08:23:13.721269+00:00,2.2584884
2025-06-28 08:23:25.687116+00:00,2.2584878
2025-06-28 08:23:51.752508+00:00,2.2584878
2025-06-28 08:24:31.069544+00:00,2.2584884
2025-06-28 08:24:42.606298+00:00,2.2584883
2025-06-28 08:25:05.917650+00:00,2.2584881
2025-06-28 08:25:18.468234+00:00,2.2584879
2025-06-28 08:25:30.769279+00:00,2.2584881
2025-06-28 08:25:55.487025+00:00,2.258488
2025-06-28 08:26:07.983766+00:00,2.2584878
2025-06-28 08:26:46.291160+00:00,2.2584884
2025-06-28 08:26:59.174924+00:00,2.2584883
2025-06-28 08:27:16.273874+00:00,2.2584881
