time,counts_ratio
2025-06-17 09:22:12.604911+00:00,2.2584883
2025-06-17 09:26:10.398207+00:00,2.258488
2025-06-17 09:26:38.416475+00:00,2.2584884
2025-06-17 09:26:47.847786+00:00,2.2584883
2025-06-17 09:27:03.342409+00:00,2.2584878
2025-06-17 09:27:13.596618+00:00,2.2584869
2025-06-17 09:27:25.855758+00:00,2.2584875
2025-06-17 09:27:39.022662+00:00,2.2584877
2025-06-17 09:27:52.930987+00:00,2.2584876
2025-06-17 09:28:04.554002+00:00,2.2584877
2025-06-17 09:28:42.993341+00:00,2.2584877
2025-06-17 09:28:55.007974+00:00,2.2584874
2025-06-17 09:29:23.160382+00:00,2.2584871
2025-06-17 09:29:44.736823+00:00,2.2584869
2025-06-17 09:29:51.614907+00:00,2.2584874
2025-06-17 09:29:58.419500+00:00,2.2584876
2025-06-17 09:30:11.717626+00:00,2.2584877
2025-06-17 09:30:25.151084+00:00,2.2584877
2025-06-17 09:30:36.674792+00:00,2.2584875
2025-06-17 09:30:49.486260+00:00,2.258488
2025-06-17 09:31:13.172184+00:00,2.2584878
2025-06-17 09:31:13.950682+00:00,2.2584871
2025-06-17 09:31:26.742846+00:00,2.2584875
2025-06-17 09:31:39.198852+00:00,2.2584875
2025-06-17 09:31:51.526224+00:00,2.2584877
2025-06-17 09:32:04.233236+00:00,2.2584873
2025-06-17 09:32:17.633208+00:00,2.2584874
2025-06-17 09:32:29.147946+00:00,2.2584876
2025-06-17 09:32:41.778813+00:00,2.2584873
2025-06-17 09:32:54.136519+00:00,2.2584867
2025-06-17 09:33:19.660781+00:00,2.2584874
2025-06-17 09:33:32.389067+00:00,2.2584879
2025-06-17 09:34:37.869770+00:00,2.2584876
2025-06-17 09:34:50.595596+00:00,2.2584866
2025-06-17 09:35:03.224237+00:00,2.2584875
2025-06-17 09:35:20.758838+00:00,2.2584879
2025-06-17 09:35:28.043129+00:00,2.2584878
2025-06-17 09:35:41.319539+00:00,2.2584873
2025-06-17 09:35:53.102380+00:00,2.2584879
2025-06-17 09:36:06.642448+00:00,2.2584871
2025-06-17 09:36:19.733141+00:00,2.2584876
2025-06-17 09:36:32.564232+00:00,2.2584872
2025-06-17 09:36:48.104394+00:00,2.2584874
2025-06-17 09:36:57.439006+00:00,2.2584874
2025-06-17 09:37:10.224510+00:00,2.2584874
2025-06-17 09:37:22.690100+00:00,2.2584871
2025-06-17 09:37:35.389311+00:00,2.2584872
2025-06-17 09:37:48.888331+00:00,2.2584878
2025-06-17 09:38:01.122376+00:00,2.2584873
2025-06-17 09:38:13.475783+00:00,2.258488
