time,counts_ratio
2025-01-10 00:00:02.130836+00:00,2.2584883
2025-01-10 00:02:55.816582+00:00,2.2584883
2025-01-10 00:03:06.733079+00:00,2.2584884
2025-01-10 00:03:20.799499+00:00,2.2584879
2025-01-10 00:03:57.721344+00:00,2.2584878
2025-01-10 00:04:49.114220+00:00,2.2584875
2025-01-10 00:05:01.601071+00:00,2.2584871
2025-01-10 00:05:15.078343+00:00,2.2584883
2025-01-10 00:05:26.987221+00:00,2.2584883
2025-01-10 00:05:40.026825+00:00,2.2584875
2025-01-10 00:05:52.644120+00:00,2.2584875
2025-01-10 00:06:18.279703+00:00,2.2584882
2025-01-10 00:06:45.055317+00:00,2.2584879
2025-01-10 00:08:01.987726+00:00,2.2584877
2025-01-10 00:08:13.765535+00:00,2.2584877
2025-01-10 00:08:25.404043+00:00,2.2584875
2025-01-10 00:08:52.466123+00:00,2.2584878
2025-01-10 00:09:08.024256+00:00,2.2584876
2025-01-10 00:09:16.673814+00:00,2.258488
2025-01-10 00:09:29.202559+00:00,2.2584883
2025-01-10 00:09:41.558240+00:00,2.2584882
2025-01-10 00:09:55.003813+00:00,2.2584883
2025-01-10 00:12:35.463355+00:00,2.2584884
2025-01-10 00:12:46.272792+00:00,2.2584884
2025-01-10 00:13:11.974469+00:00,2.2584881
2025-01-10 00:13:23.924541+00:00,2.2584883
2025-01-10 00:13:36.582572+00:00,2.2584883
2025-01-10 00:13:49.792353+00:00,2.2584883
2025-01-10 00:14:14.798944+00:00,2.2584879
2025-01-10 00:14:27.804253+00:00,2.258488
2025-01-10 00:14:40.597411+00:00,2.2584883
2025-01-10 00:14:53.281473+00:00,2.2584884
2025-01-10 00:15:31.681845+00:00,2.2584883
2025-01-10 00:15:44.738269+00:00,2.2584874
2025-01-10 00:15:57.119120+00:00,2.2584882
2025-01-10 00:16:10.173629+00:00,2.2584878
2025-01-10 00:16:22.540876+00:00,2.2584876
2025-01-10 00:17:01.119905+00:00,2.2584884
2025-01-10 00:17:13.942905+00:00,2.2584878
2025-01-10 00:17:39.271269+00:00,2.2584884
2025-01-10 00:17:51.969355+00:00,2.2584879
2025-01-10 00:18:04.595412+00:00,2.2584882
2025-01-10 00:18:18.132313+00:00,2.2584884
2025-01-10 00:18:29.801646+00:00,2.2584874
2025-01-10 00:18:42.552999+00:00,2.2584881
2025-01-10 00:19:08.159843+00:00,2.2584884
2025-01-10 00:19:33.637335+00:00,2.2584881
2025-01-10 00:19:46.701095+00:00,2.2584877
2025-01-10 00:19:59.890200+00:00,2.2584883
