time,counts_ratio
2025-06-16 19:41:56.208831+00:00,2.2584881
2025-06-16 19:42:12.909817+00:00,2.2584872
2025-06-16 19:42:25.925111+00:00,2.2584876
2025-06-16 19:42:37.580203+00:00,2.2584882
2025-06-16 19:42:51.585086+00:00,2.2584879
2025-06-16 19:43:04.653095+00:00,2.258488
2025-06-16 19:43:15.593190+00:00,2.2584879
2025-06-16 19:43:27.801647+00:00,2.2584875
2025-06-16 19:43:41.776608+00:00,2.2584879
2025-06-16 19:43:52.369358+00:00,2.2584881
2025-06-16 19:44:05.320889+00:00,2.2584877
2025-06-16 19:44:17.891892+00:00,2.2584874
2025-06-16 19:45:20.299035+00:00,2.2584876
2025-06-16 19:45:37.827895+00:00,2.2584879
2025-06-16 19:45:45.697918+00:00,2.2584872
2025-06-16 19:45:58.957436+00:00,2.258488
2025-06-16 19:46:16.721002+00:00,2.2584881
2025-06-16 19:46:24.382030+00:00,2.2584876
2025-06-16 19:46:37.696835+00:00,2.2584877
2025-06-16 19:46:55.389185+00:00,2.2584876
2025-06-16 19:47:15.345345+00:00,2.2584877
2025-06-16 19:47:42.513840+00:00,2.2584877
2025-06-16 19:47:55.289031+00:00,2.2584878
2025-06-16 19:48:19.195646+00:00,2.2584876
2025-06-16 19:48:22.146126+00:00,2.2584883
2025-06-16 19:48:34.309416+00:00,2.2584873
2025-06-16 19:48:46.345985+00:00,2.2584879
2025-06-16 19:48:58.836735+00:00,2.258488
2025-06-16 19:49:13.741584+00:00,2.2584875
2025-06-16 19:49:25.187997+00:00,2.2584877
2025-06-16 19:49:38.952495+00:00,2.2584879
2025-06-16 19:49:52.969429+00:00,2.2584875
2025-06-16 19:50:20.427697+00:00,2.2584875
2025-06-16 19:50:27.675641+00:00,2.2584877
2025-06-16 19:50:41.484093+00:00,2.2584876
2025-06-16 19:50:52.109368+00:00,2.2584876
2025-06-16 19:51:04.539278+00:00,2.2584879
2025-06-16 20:12:26.287231+00:00,2.258488
2025-06-16 20:14:05.536806+00:00,2.2584873
